museum_id,day,open,close,open_time,close_time,duration,rank
63,Sunday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
63,Tuesday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
63,Wednesday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
63,Thursday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
63,Friday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
63,Saturday,11:00:AM,04:00:PM,11:00:00,16:00:00,05:00:00,337
77,Sunday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
83,Sunday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
85,Monday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
85,Thursday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
85,Friday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
85,Saturday,12:00:PM,05:00:PM,12:00:00,17:00:00,05:00:00,337
44,Friday,10:00:AM,02:00:PM,10:00:00,14:00:00,04:00:00,351
